Scripps ID,SDCVC ID,Species,Sample type,% Coverage,Average Coverage,Collection date,Country,State,County,Latitude,Longitude,Sequencing Status,Consensus Name
W754,13-3965,American Crow,Tissue,100,2352.94,2013-09-18,USA,CA,Sacramento,38.606,-121.36,coding-complete,W754_2013-09-18_USA_CA_Sacramento_-121.360_38.606.fasta
W755,14-1032,California Scrub-Jay,Tissue,100,2218.85,2014-06-15,USA,CA,Sacramento,38.592,-121.354,coding-complete,W755_2014-06-15_USA_CA_Sacramento_-121.354_38.592.fasta
W756,14-1931,American Crow,Tissue,100,3497.05,2014-07-10,USA,CA,Sacramento,38.431,-121.329,coding-complete,W756_2014-07-10_USA_CA_Sacramento_-121.329_38.431.fasta
W757,14-3236,California Scrub-Jay,Tissue,100,1956.57,2014-08-12,USA,CA,Sacramento,38.438,-121.293,coding-complete,W757_2014-08-12_USA_CA_Sacramento_-121.293_38.438.fasta
W758,14-3960,American Crow,Tissue,100,4115.66,2014-09-04,USA,CA,Sacramento,38.701,-121.291,coding-complete,W758_2014-09-04_USA_CA_Sacramento_-121.291_38.701.fasta
W759,14-4042,American Crow,Tissue,100,1526.84,2014-09-07,USA,CA,Sacramento,38.649,-121.255,coding-complete,W759_2014-09-07_USA_CA_Sacramento_-121.255_38.649.fasta
W760,14-4162,Yellow-billed Magpie,Tissue,100,2677.75,2014-09-11,USA,CA,Sacramento,38.64,-121.29,coding-complete,W760_2014-09-11_USA_CA_Sacramento_-121.290_38.640.fasta
W761,14-4470,American Crow,Tissue,100,602.536,2014-09-26,USA,CA,Yolo,38.696,-121.748,coding-complete,W761_2014-09-26_USA_CA_Yolo_-121.748_38.696.fasta
W762,15-1072,American Crow,Tissue,100,2352.42,2015-06-11,USA,CA,Yolo,38.563,-121.769,coding-complete,W762_2015-06-11_USA_CA_Yolo_-121.769_38.563.fasta
W763,15-1611,Barn Swallow,Tissue,100,880.289,2015-07-12,USA,CA,Yolo,38.544,-121.797,coding-complete,W763_2015-07-12_USA_CA_Yolo_-121.797_38.544.fasta
W764,15-1902,Yellow-billed Magpie,Tissue,100,4564.09,2015-07-26,USA,CA,Yolo,38.557,-121.721,coding-complete,W764_2015-07-26_USA_CA_Yolo_-121.721_38.557.fasta
W765,15-2120,California Scrub-Jay,Tissue,100,2195.71,2015-08-06,USA,CA,Sacramento,38.442,-121.369,coding-complete,W765_2015-08-06_USA_CA_Sacramento_-121.369_38.442.fasta
W766,15-2268,American Crow,Tissue,100,1755.83,2015-08-12,USA,CA,Yolo,38.564,-121.745,coding-complete,W766_2015-08-12_USA_CA_Yolo_-121.745_38.564.fasta
W767,15-3233,Red-tailed Hawk,Tissue,100,484.52,2015-09-24,USA,CA,Sacramento,38.546,-121.224,coding-complete,W767_2015-09-24_USA_CA_Sacramento_-121.224_38.546.fasta
W768,15-3418,American Crow,Tissue,100,1972.61,2015-10-04,USA,CA,Sacramento,38.588,-121.393,coding-complete,W768_2015-10-04_USA_CA_Sacramento_-121.393_38.588.fasta
W769,16-517,Yellow-billed Magpie,Tissue,100,482.745,2016-05-19,USA,CA,Sacramento,38.564,-121.363,coding-complete,W769_2016-05-19_USA_CA_Sacramento_-121.363_38.564.fasta
W770,16-1009,California Scrub-Jay,Tissue,100,1316.59,2016-06-15,USA,CA,Sacramento,38.644,-121.324,coding-complete,W770_2016-06-15_USA_CA_Sacramento_-121.324_38.644.fasta
W771,16-1128,American Crow,Tissue,100,1689.71,2016-06-20,USA,CA,Sacramento,38.578,-121.385,coding-complete,W771_2016-06-20_USA_CA_Sacramento_-121.385_38.578.fasta
W772,16-1191,Brewer's Blackbird,Tissue,100,1528,2016-06-22,USA,CA,Sacramento,38.653,-121.218,coding-complete,W772_2016-06-22_USA_CA_Sacramento_-121.218_38.653.fasta
W773,16-1454,Yellow-billed Magpie,Tissue,100,3022.37,2016-06-30,USA,CA,Sacramento,38.543,-121.366,coding-complete,W773_2016-06-30_USA_CA_Sacramento_-121.366_38.543.fasta
W774,16-1668,American Crow,Tissue,100,1535.82,2016-07-10,USA,CA,Sacramento,38.553,-121.347,coding-complete,W774_2016-07-10_USA_CA_Sacramento_-121.347_38.553.fasta
W775,16-2190,American Crow,Tissue,100,2919.21,2016-07-28,USA,CA,Yolo,38.669,-121.771,coding-complete,W775_2016-07-28_USA_CA_Yolo_-121.771_38.669.fasta
W776,17-431,American Crow,Tissue,100,4468.66,2017-05-23,USA,CA,Sacramento,38.55,-121.369,coding-complete,W776_2017-05-23_USA_CA_Sacramento_-121.369_38.550.fasta
W777,17-669,California Scrub-Jay,Tissue,100,835.483,2017-06-07,USA,CA,Sacramento,38.553,-121.37,coding-complete,W777_2017-06-07_USA_CA_Sacramento_-121.370_38.553.fasta
W778,17-1001,Yellow-billed Magpie,Tissue,100,1925.28,2017-06-29,USA,CA,Sacramento,38.609,-121.39,coding-complete,W778_2017-06-29_USA_CA_Sacramento_-121.390_38.609.fasta
W779,17-1062,Yellow-billed Magpie,Tissue,100,1925.28,2017-07-05,USA,CA,Sacramento,38.567,-121.4,coding-complete,W779_2017-07-05_USA_CA_Sacramento_-121.400_38.567.fasta
W780,17-1425,Western Bluebird,Tissue,100,5421.57,2017-08-03,USA,CA,Sacramento,38.594,-121.275,coding-complete,W780_2017-08-03_USA_CA_Sacramento_-121.275_38.594.fasta
W781,17-1836,American Crow,Tissue,100,5645.46,2017-09-08,USA,CA,Sacramento,38.306,-121.403,coding-complete,W781_2017-09-08_USA_CA_Sacramento_-121.403_38.306.fasta
W782,17-1977,California Scrub-Jay,Tissue,100,4496.9,2017-09-17,USA,CA,Yolo,38.557,-121.79,coding-complete,W782_2017-09-17_USA_CA_Yolo_-121.790_38.557.fasta
W784,04-5862,Western Scrub-Jay,Tissue,100,4496.9,2004-08-30,USA,CA,Sacramento,38.577,-121.299,coding-complete,W784_2004-08-30_USA_CA_Sacramento_-121.299_38.577.fasta
W785,04-4914,Yellow-billed Magpie,Tissue,100,1992.61,2004-08-12,USA,CA,Sacramento,38.422,-121.202,coding-complete,W785_2004-08-12_USA_CA_Sacramento_-121.202_38.422.fasta
W786,04-5690,Western Scrub-Jay,Tissue,99.54,944.365,2004-08-26,USA,CA,Sacramento,38.459,-121.312,coding-complete,W786_2004-08-26_USA_CA_Sacramento_-121.312_38.459.fasta
W787,05-4223,Western Scrub-Jay,Tissue,100,416.492,2005-06-21,USA,CA,Yolo,38.538,-121.762,coding-complete,W787_2005-06-21_USA_CA_Yolo_-121.762_38.538.fasta
W788,05-4969,Yellow-billed Magpie,Tissue,100,439.373,2005-07-06,USA,CA,Sacramento,38.607,-121.394,coding-complete,W788_2005-07-06_USA_CA_Sacramento_-121.394_38.607.fasta
W789,05-6056,Northern Mockingbird,Tissue,100,679.732,2005-07-21,USA,CA,Sacramento,38.414,-121.406,coding-complete,W789_2005-07-21_USA_CA_Sacramento_-121.406_38.414.fasta
W790,05-6060,Yellow-billed Magpie,Tissue,96.23,2182.52,2005-07-21,USA,CA,Sacramento,38.397,-121.371,coding-complete,W790_2005-07-21_USA_CA_Sacramento_-121.371_38.397.fasta
W792,05-6879,American Crow,Tissue,99.92,2849.85,2005-08-03,USA,CA,Yolo,38.539,-121.714,coding-complete,W792_2005-08-03_USA_CA_Yolo_-121.714_38.539.fasta
W793,05-6898,Black-crowned Night Heron,Tissue,95.96,1941.87,2005-08-03,USA,CA,Yolo,38.531,-121.777,coding-complete,W793_2005-08-03_USA_CA_Yolo_-121.777_38.531.fasta
W794,05-6120,Yellow-billed Magpie,Tissue,100,1927.88,2005-07-24,USA,CA,Sacramento,38.61,-121.389,coding-complete,W794_2005-07-24_USA_CA_Sacramento_-121.389_38.610.fasta
W795,05-6143,Yellow-billed Magpie,Tissue,100,917.961,2005-07-25,USA,CA,Sacramento,38.61,-121.404,coding-complete,W795_2005-07-25_USA_CA_Sacramento_-121.404_38.610.fasta
W796,05-6521,Western Scrub-Jay,Tissue,100,1675.46,2005-07-28,USA,CA,Sacramento,38.433,-121.328,coding-complete,W796_2005-07-28_USA_CA_Sacramento_-121.328_38.433.fasta
W797,06-6890,Yellow-billed Magpie,Tissue,100,729.339,2006-09-13,USA,CA,Sacramento,38.635,-121.466,coding-complete,W797_2006-09-13_USA_CA_Sacramento_-121.466_38.635.fasta
W798,06-6958,Barn Owl,Tissue,96.64,2070.39,2006-09-14,USA,CA,Yolo,38.73,-121.956,coding-complete,W798_2006-09-14_USA_CA_Yolo_-121.956_38.730.fasta
W799,06-3046,Yellow-billed Magpie,Tissue,100,1006.17,2006-06-21,USA,CA,Sacramento,38.723,-121.45,coding-complete,W799_2006-06-21_USA_CA_Sacramento_-121.450_38.723.fasta
W800,06-3905,California Scrub-Jay,Tissue,99.64,640.908,2006-07-11,USA,CA,Sacramento,38.705,-121.373,coding-complete,W800_2006-07-11_USA_CA_Sacramento_-121.373_38.705.fasta
W801,06-3541,Yellow-billed Magpie,Tissue,99.09,1075.9,2006-07-04,USA,CA,Sacramento,38.718,-121.406,coding-complete,W801_2006-07-04_USA_CA_Sacramento_-121.406_38.718.fasta
W802,07-3619,California Scrub-Jay,Tissue,98.83,1207.68,2007-07-09,USA,CA,Yolo,38.56,-121.703,coding-complete,W802_2007-07-09_USA_CA_Yolo_-121.703_38.560.fasta
W803,07-3886,Yellow-billed Magpie,Tissue,99.93,789.894,2007-07-13,USA,CA,Sacramento,38.442,-121.197,coding-complete,W803_2007-07-13_USA_CA_Sacramento_-121.197_38.442.fasta
W806,07-4453,California Scrub-Jay,Tissue,88.01,2041.81,2007-07-24,USA,CA,Sacramento,38.698,-121.334,coding-complete,W806_2007-07-24_USA_CA_Sacramento_-121.334_38.698.fasta
W807,07-4413,Yellow-billed Magpie,Tissue,100,2723.46,2007-07-24,USA,CA,Sacramento,38.652,-121.258,coding-complete,W807_2007-07-24_USA_CA_Sacramento_-121.258_38.652.fasta
W808,07-4454,House Finch,Tissue,100,1371.09,2007-07-24,USA,CA,Sacramento,38.693,-121.309,coding-complete,W808_2007-07-24_USA_CA_Sacramento_-121.309_38.693.fasta
W809,07-4412,California Scrub-Jay,Tissue,96.88,2317.32,2007-07-24,USA,CA,Sacramento,38.532,-121.513,coding-complete,W809_2007-07-24_USA_CA_Sacramento_-121.513_38.532.fasta
W810,08-216,American Crow,Tissue,100,2898.99,2008-03-05,USA,CA,Sacramento,38.314,-121.166,coding-complete,W810_2008-03-05_USA_CA_Sacramento_-121.166_38.314.fasta
W811,08-2500,Common Raven,Tissue,100,628.276,2008-06-17,USA,CA,Sacramento,38.485,-121.51,coding-complete,W811_2008-06-17_USA_CA_Sacramento_-121.510_38.485.fasta
W812,08-3245,California Scrub-Jay,Tissue,100,1377.31,2008-07-06,USA,CA,Sacramento,38.72,-121.362,coding-complete,W812_2008-07-06_USA_CA_Sacramento_-121.362_38.720.fasta
W814,08-3322,American Robin,Tissue,96.15,2112.66,2008-07-08,USA,CA,Sacramento,38.504,-121.508,coding-complete,W814_2008-07-08_USA_CA_Sacramento_-121.508_38.504.fasta
W815,08-6296,American Crow,Tissue,87.1,1546.88,2008-09-08,USA,CA,Sacramento,38.607,-121.302,coding-complete,W815_2008-09-08_USA_CA_Sacramento_-121.302_38.607.fasta
W816,08-6119,Yellow-billed Magpie,Tissue,100,2973.21,2008-09-02,USA,CA,Yolo,38.562,-121.714,coding-complete,W816_2008-09-02_USA_CA_Yolo_-121.714_38.562.fasta
W817,09-2532,Yellow-billed Magpie,Tissue,100,568.02,2009-07-29,USA,CA,Sacramento,38.464,-121.502,coding-complete,W817_2009-07-29_USA_CA_Sacramento_-121.502_38.464.fasta
W818,09-2847,California Scrub-Jay,Tissue,100,971.551,2009-08-18,USA,CA,Sacramento,38.662,-121.311,coding-complete,W818_2009-08-18_USA_CA_Sacramento_-121.311_38.662.fasta
W819,09-2879,Yellow-billed Magpie,Tissue,100,645.281,2009-08-20,USA,CA,Yolo,38.55,-121.793,coding-complete,W819_2009-08-20_USA_CA_Yolo_-121.793_38.550.fasta
W820,09-3131,American Robin,Tissue,100,2389.08,2009-09-04,USA,CA,Sacramento,38.723,-121.391,coding-complete,W820_2009-09-04_USA_CA_Sacramento_-121.391_38.723.fasta
W821,09-3373,California Scrub-Jay,Tissue,100,1454.62,2009-09-27,USA,CA,Sacramento,38.436,-121.224,coding-complete,W821_2009-09-27_USA_CA_Sacramento_-121.224_38.436.fasta
W822,09-3437,California Scrub-Jay,Tissue,98.09,1014.88,2009-10-02,USA,CA,Sacramento,38.407,-121.383,coding-complete,W822_2009-10-02_USA_CA_Sacramento_-121.383_38.407.fasta
W823,09-3439,California Scrub-Jay,Tissue,98.21,2680.66,2009-10-02,USA,CA,Yolo,38.659,-121.798,coding-complete,W823_2009-10-02_USA_CA_Yolo_-121.798_38.659.fasta
